Log_ID,Server_ID,Server_Cluster,Log_Timestamp,CPU_Utilization (%),Memory_Usage (%),Disk_IO (%),Network_Traffic_In (MB/s),Network_Traffic_Out (MB/s),Uptime (Hours),Downtime (Hours)
Station2_LOG01504,SRV097,CL-3,2025-08-01 15:24:00,37.86,86.7,,4.22,12.17,986.11,5.55
Station2_LOG01505,SRV067,CL-5,2025-08-01 05:09:00,22.86,39.52,40.69,8.49,18.52,220.2,6.56
Station2_LOG01506,SRV032,CL-4,2025-08-01 06:49:00,58.56,43.34,14.87,16.53,7.42,200.52,6.03
Station2_LOG01507,SRV078,CL-1,2025-08-01 15:02:00,51.22,69.69,79.26,6.03,21.72,970.75,3.7
Station2_LOG01508,SRV011,CL-7,2025-08-01 16:29:00,20.34,51.72,64.75,6.59,24.88,302.82,4.99
Station2_LOG01509,SRV020,CL-9,2025-08-01 13:51:00,93.12,69.57,62.61,8.94,16.14,567.88,6.15
Station2_LOG01510,SRV054,CL-9,2025-08-01 16:27:00,33.67,76.63,25.73,23.53,24.42,373.98,8.3
Station2_LOG01511,SRV011,CL-7,2025-08-01 21:52:00,94.9,79.2,30.45,3.2,2.22,795.3,2.84
Station2_LOG01512,SRV056,CL-4,2025-08-02 13:17:00,83.04,25.95,29.25,14.06,23.72,243.48,3.74
Station2_LOG01513,SRV028,CL-2,2025-08-01 10:49:00,57.07,46.91,,10.17,6.91,950.3,3.22
Station2_LOG01514,SRV035,CL-6,2025-08-02 21:47:00,77.47,,46.56,12.4,3.12,876.31,2.96
Station2_LOG01515,SRV084,CL-9,2025-08-02 09:43:00,36.94,54.48,24.34,18.01,6.21,293.45,8.62
Station2_LOG01516,SRV096,CL-4,2025-08-02 12:23:00,13.31,47.1,,24.65,18.01,543.48,9.66
Station2_LOG01517,SRV056,CL-4,2025-08-01 09:55:00,21.82,80.8,27.61,8.66,24.94,145.16,8.49
Station2_LOG01518,SRV036,CL-9,2025-08-02 21:48:00,91.65,83.42,69.38,10.23,4.5,314.19,5.35
Station2_LOG01519,SRV077,CL-1,2025-08-02 09:19:00,51.69,46.94,29.62,2.44,17.73,550.39,4.58
Station2_LOG01520,SRV040,CL-6,2025-08-01 09:18:00,53.72,35.24,41.02,24.57,18.66,606.18,0.5
Station2_LOG01521,SRV010,CL-4,2025-08-02 21:59:00,47.08,,34.74,15.09,9.99,464.59,6.2
Station2_LOG01522,SRV043,CL-8,2025-08-01 21:13:00,42.59,59.01,17.96,29.83,4.87,153.75,2.3
Station2_LOG01523,SRV041,CL-10,2025-08-02 12:21:00,92.06,83.04,20.05,21.91,14.77,713.69,9.57
Station2_LOG01524,SRV034,CL-6,2025-08-01 15:52:00,32.33,40.77,45.21,13.91,14.76,700.82,7.72
Station2_LOG01525,SRV005,CL-3,2025-08-02 09:31:00,27.19,70.32,47.95,13.63,19.84,303.68,0.02
Station2_LOG01526,SRV081,CL-4,2025-08-02 19:52:00,77.64,83.26,49.44,11.63,11.71,588.8,0.23
Station2_LOG01527,SRV041,CL-10,2025-08-01 13:34:00,67.94,61.74,22.07,19.15,5.68,344.47,7.81
Station2_LOG01528,SRV054,CL-9,2025-08-01 23:36:00,83.99,25.51,62.98,23.72,19.9,274.8,0.98
Station2_LOG01529,SRV016,CL-2,2025-08-02 01:02:00,91.82,39.78,17.95,0.69,6.06,273.19,9.81
Station2_LOG01530,SRV008,CL-1,2025-08-02 00:14:00,15.67,23.29,63.81,8.03,16.47,550.21,1.45
Station2_LOG01531,SRV046,CL-7,2025-08-01 00:45:00,62.54,70.56,14.94,16.29,8.08,668.41,7.65
Station2_LOG01532,SRV045,CL-2,2025-08-01 07:37:00,59.37,46.37,52.87,24.74,24.66,367.28,5.14
Station2_LOG01533,SRV046,CL-7,2025-08-01 09:45:00,93.71,69.91,18.45,22.67,21.78,754.45,3.32
Station2_LOG01534,SRV031,CL-7,2025-08-01 15:03:00,71.47,30.62,50.64,28.29,13.18,445.09,5.04
Station2_LOG01535,SRV001,CL-8,2025-08-01 07:36:00,11.34,37.18,72.43,14.54,,357.49,9.1
Station2_LOG01536,SRV063,CL-10,2025-08-02 17:35:00,68.24,,53.17,6.31,13.26,705.05,4.49
Station2_LOG01537,SRV012,CL-3,2025-08-01 07:15:00,77.81,20.08,10.29,25.94,16.46,303.67,6.09
Station2_LOG01538,SRV005,CL-3,2025-08-01 06:11:00,93.86,,74.33,8.7,,535.57,6.74
Station2_LOG01539,SRV056,CL-4,2025-08-01 23:30:00,36.7,57.29,26.7,8,14.73,418.6,6.37
Station2_LOG01540,SRV032,CL-4,2025-08-02 05:49:00,61.39,38.11,10.66,14.28,5.56,625.34,3.91
Station2_LOG01541,SRV013,CL-2,2025-08-01 17:13:00,71.36,29.09,12.02,14.92,20.88,393.13,8.36
Station2_LOG01542,SRV056,CL-4,2025-08-01 15:59:00,40.56,86.3,32.94,3.59,3.08,750.21,9.87
Station2_LOG01543,SRV011,CL-7,2025-08-01 17:48:00,74.37,26.59,79.48,5.24,10.34,684.92,8.2
Station2_LOG01544,SRV073,CL-3,2025-08-01 22:58:00,64.11,38.09,,4.01,22.09,399,1.15
Station2_LOG01545,SRV019,CL-2,2025-08-01 15:38:00,15.34,38.98,35.68,22.24,4.32,290.83,3.96
Station2_LOG01546,SRV043,CL-8,2025-08-01 06:39:00,28.23,36.89,19.44,28.81,23.51,957.91,0.8
Station2_LOG01547,SRV008,CL-1,2025-08-02 20:34:00,93.58,,74.12,16.7,14.57,317.91,3.61
Station2_LOG01548,SRV027,CL-7,2025-08-02 12:32:00,66.13,87.99,,1.31,3.7,680.68,0.13
Station2_LOG01549,SRV028,CL-2,2025-08-01 09:47:00,29.24,75.51,60.75,24.46,4.68,891.2,3.14
Station2_LOG01550,SRV063,CL-10,2025-08-01 23:48:00,41.11,83.74,24.59,18.46,23.24,178.36,0.88
Station2_LOG01551,SRV054,CL-9,2025-08-02 11:28:00,40.88,68.96,53.37,3.33,15.47,218.21,9.85
Station2_LOG01552,SRV074,CL-3,2025-08-02 13:04:00,51.01,79.7,36.24,9.81,24.9,476.86,9.44
Station2_LOG01553,SRV041,CL-10,2025-08-01 11:23:00,91.54,24.98,73.07,18.88,3.14,868.53,4.78
Station2_LOG01554,SRV043,CL-8,2025-08-01 08:39:00,23.29,51.57,78.98,1.64,1.57,716.89,6.03
Station2_LOG01555,SRV019,CL-2,2025-08-01 09:35:00,81.39,64.67,42.12,2.53,,613.84,0.43
Station2_LOG01556,SRV034,CL-6,2025-08-02 01:55:00,28.8,30.38,40.87,29.48,2.77,323.6,3.92
Station2_LOG01557,SRV086,CL-4,2025-08-01 17:54:00,45.27,29.97,77.16,26.95,11.18,970.12,4.89
Station2_LOG01558,SRV046,CL-7,2025-08-01 16:55:00,48.09,25.67,17.9,12.41,8.57,912.38,2.48
Station2_LOG01559,SRV017,CL-6,2025-08-02 20:13:00,53.97,39.53,65.28,15.47,,720.1,5.81
Station2_LOG01560,SRV050,CL-1,2025-08-01 22:14:00,39.89,86.84,12.66,14.01,10.98,269.39,4.75
Station2_LOG01561,SRV032,CL-4,2025-08-02 21:00:00,17.12,28.55,58.52,11.34,15.97,714.29,9.28
Station2_LOG01562,SRV010,CL-4,2025-08-02 09:19:00,17.72,39.58,23.98,23.57,20.47,214.64,9.67
Station2_LOG01563,SRV032,CL-4,2025-08-01 03:08:00,79.82,84.9,75.25,1.65,20.63,141.09,3.62
Station2_LOG01564,SRV082,CL-10,2025-08-01 06:13:00,26.32,71.84,48,17.35,12.19,957.52,4.08
Station2_LOG01565,SRV036,CL-9,2025-08-01 04:30:00,21.38,76.57,24.91,15.2,24.61,106.68,2.28
Station2_LOG01566,SRV013,CL-2,2025-08-01 02:36:00,10.35,55,7.34,9.69,10.74,636.26,0.07
Station2_LOG01567,SRV054,CL-9,2025-08-02 03:55:00,69.01,,38.67,29.49,23.6,292.96,5.75
Station2_LOG01568,SRV041,CL-10,2025-08-01 12:54:00,62.9,42.55,7.87,29.46,10.38,249.26,9.95
Station2_LOG01569,SRV034,CL-6,2025-08-01 21:57:00,77.45,83.88,27.64,8.52,4.37,337.49,0.53
Station2_LOG01570,SRV014,CL-10,2025-08-02 02:40:00,86.51,79.39,77.31,17.93,1.95,431.03,8.87
Station2_LOG01571,SRV074,CL-3,2025-08-01 18:06:00,52.46,54.75,39.46,14.72,16.14,144.69,1.35
Station2_LOG01572,SRV016,CL-2,2025-08-02 07:01:00,58.33,68.27,27.25,27.41,7.75,347.88,8.81
Station2_LOG01573,SRV045,CL-2,2025-08-02 06:43:00,60.56,63.62,68.65,2.51,8.29,257.71,8.05
Station2_LOG01574,SRV012,CL-3,2025-08-02 21:10:00,27.39,87.4,49.92,29.16,18.51,979.62,5.09
Station2_LOG01575,SRV097,CL-3,2025-08-02 05:16:00,64.02,83.44,62.3,28,5.41,530.52,0.42
Station2_LOG01576,SRV063,CL-10,2025-08-02 23:58:00,78.58,35.89,9.37,27.63,17.2,970.75,5.19
Station2_LOG01577,SRV026,CL-2,2025-08-02 10:59:00,41.75,89.71,34.14,17.79,9.78,934.03,4.38
Station2_LOG01578,SRV040,CL-6,2025-08-02 06:34:00,17.63,20.92,78.66,3.07,22.99,910.68,8.51
Station2_LOG01579,SRV011,CL-7,2025-08-02 04:05:00,67.61,81.46,77.11,12.75,17,987.3,8.98
Station2_LOG01580,SRV067,CL-5,2025-08-02 17:14:00,89.52,71.73,62.15,14.2,14.47,405.46,5.05
Station2_LOG01581,SRV046,CL-7,2025-08-01 12:59:00,89.6,62.9,37.05,9.25,22.63,823.39,9.76
Station2_LOG01582,SRV046,CL-7,2025-08-01 15:44:00,81.17,42,48.52,5.21,13.16,501.44,0.38
Station2_LOG01583,SRV046,CL-7,2025-08-01 15:44:00,84.86,72.66,53.96,13.91,2.41,894.68,2.58
Station2_LOG01584,SRV027,CL-7,2025-08-01 16:39:00,14.29,,61.06,19.41,3.65,223.74,8.79
Station2_LOG01585,SRV016,CL-2,2025-08-02 17:29:00,19.08,83.05,56.29,4.58,20.47,542.41,8.33
Station2_LOG01586,SRV066,CL-9,2025-08-01 17:33:00,91.33,80.63,70.85,4.25,7.2,522.9,1.53
Station2_LOG01587,SRV048,CL-9,2025-08-02 02:47:00,13.35,75.83,28.78,27.83,20.32,990.32,9.93
Station2_LOG01588,SRV054,CL-9,2025-08-02 03:33:00,14.77,35.06,12.99,25.58,20.39,429.66,4.99
Station2_LOG01589,SRV008,CL-1,2025-08-01 19:12:00,84.05,32.16,39.14,9.41,20.81,294.4,9.3
Station2_LOG01590,SRV094,CL-8,2025-08-02 03:01:00,82.67,43.12,33.16,18.28,10.76,654.43,4.11
Station2_LOG01591,SRV020,CL-9,2025-08-01 06:47:00,63.41,59.82,32.97,17.79,1.84,612.25,5.31
Station2_LOG01592,SRV077,CL-1,2025-08-01 11:23:00,39.77,44.09,64.08,8.09,17.24,684.63,5.34
Station2_LOG01593,SRV063,CL-10,2025-08-01 19:04:00,38.53,77.48,30.66,8.53,16.5,771.12,5.13
Station2_LOG01594,SRV027,CL-7,2025-08-02 22:50:00,79.93,30.07,13.54,13.43,21.63,235.64,9.15
Station2_LOG01595,SRV046,CL-7,2025-08-02 23:10:00,49,45.14,63.79,24.24,21.33,247.53,6.88
Station2_LOG01596,SRV074,CL-3,2025-08-02 16:55:00,69.48,58.4,74.16,20.7,14.42,622.47,7.89
Station2_LOG01597,SRV016,CL-2,2025-08-01 22:56:00,86.65,88.75,53.16,11.41,4.46,756.79,4.9
Station2_LOG01598,SRV013,CL-2,2025-08-01 22:09:00,29.88,66.48,44.63,24.65,2.12,759.38,6.92
Station2_LOG01599,SRV084,CL-9,2025-08-02 04:14:00,72.9,83.75,25.02,2.4,14.25,741.62,5.89
Station2_LOG01600,SRV026,CL-2,2025-08-02 17:10:00,35.79,63.28,13.02,12.42,17.46,942.19,1.42
Station2_LOG01601,SRV081,CL-4,2025-08-02 08:36:00,16.56,,71.85,10.41,14.4,984.29,9.94
Station2_LOG01602,SRV028,CL-2,2025-08-01 06:17:00,93.06,25.2,70.97,11.14,2.26,421.58,6.46
Station2_LOG01603,SRV029,CL-2,2025-08-01 09:43:00,39.81,33.01,69.21,13.06,23.92,748.66,5.32
Station2_LOG01604,SRV078,CL-1,2025-08-02 06:34:00,17.57,37.96,24.42,9.14,15.49,843.76,4.97
Station2_LOG01605,SRV050,CL-1,2025-08-01 20:22:00,62.32,25.01,64.78,16.87,14.44,618.28,9.2
Station2_LOG01606,SRV001,CL-8,2025-08-01 19:07:00,83.38,80.83,45.99,3.37,5.72,779.51,8.37
Station2_LOG01607,SRV001,CL-8,2025-08-02 06:12:00,24.42,88.28,11.49,19.6,23.26,241.15,0.92
Station2_LOG01608,SRV089,CL-1,2025-08-02 07:09:00,40.38,88.39,39.48,3.43,21.71,919.2,7.96
Station2_LOG01609,SRV019,CL-2,2025-08-02 03:13:00,59.96,82.44,67.78,2.68,10.6,413.4,8.31
Station2_LOG01610,SRV016,CL-2,2025-08-02 03:56:00,39.53,51.49,63.61,1.54,2.36,813.58,4.72
Station2_LOG01611,SRV056,CL-4,2025-08-01 02:38:00,51.01,,62.51,5.31,5.63,851.55,9.86
Station2_LOG01612,SRV045,CL-2,2025-08-01 11:48:00,87.4,84.77,76.38,22.36,21.33,522.98,2.12
Station2_LOG01613,SRV082,CL-10,2025-08-02 13:55:00,45.23,27.06,16.14,14.2,17.63,554.86,3.74
Station2_LOG01614,SRV048,CL-9,2025-08-01 13:57:00,48.97,55.23,23.57,6.78,4.57,865.29,3.16
Station2_LOG01615,SRV014,CL-10,2025-08-02 18:28:00,69.64,64.14,47.06,8.13,3.42,388.74,7.31
Station2_LOG01616,SRV086,CL-4,2025-08-02 13:49:00,13.68,84.49,76.1,21.15,5.74,500.86,6.79
Station2_LOG01617,SRV019,CL-2,2025-08-02 02:09:00,15.8,36.98,60.93,27.2,5.5,791.06,1.53
Station2_LOG01618,SRV032,CL-4,2025-08-02 05:53:00,91.67,40.95,15.49,19.41,24.75,360.65,0.8
Station2_LOG01619,SRV017,CL-6,2025-08-01 03:16:00,27.38,43.44,71.76,29.47,24.42,453.85,9.71
Station2_LOG01620,SRV041,CL-10,2025-08-02 18:38:00,67.82,42.11,14.03,29.48,15.16,990.12,8.08
Station2_LOG01621,SRV094,CL-8,2025-08-02 04:07:00,76.08,82.28,42.92,3.8,,557.71,9.82
Station2_LOG01622,SRV096,CL-4,2025-08-02 18:20:00,93.98,46.12,26.69,6.81,24.69,177.88,8.44
Station2_LOG01623,SRV029,CL-2,2025-08-02 21:27:00,55.5,63.58,68.44,11.03,7.56,783.18,7.22
Station2_LOG01624,SRV084,CL-9,2025-08-02 20:11:00,45.7,82.98,37.01,11.77,19.57,995.25,0.78
Station2_LOG01625,SRV029,CL-2,2025-08-01 06:46:00,13.6,55.83,50.38,12.28,15.69,703.99,7.65
Station2_LOG01626,SRV043,CL-8,2025-08-02 23:56:00,23.95,85.41,25.27,24.34,11.53,276.76,4.1
Station2_LOG01627,SRV023,CL-1,2025-08-02 15:08:00,74.16,38.74,48.58,29.01,2.68,511.86,2.81
Station2_LOG01628,SRV045,CL-2,2025-08-02 02:09:00,11.5,34.89,68.76,4.32,21.36,516.69,2.19
Station2_LOG01629,SRV071,CL-2,2025-08-02 09:26:00,93.58,39.07,76.02,26.41,24.79,377.43,7.83
Station2_LOG01630,SRV045,CL-2,2025-08-02 02:19:00,40.42,61.17,29.29,24.22,15.34,950.97,3.43
Station2_LOG01631,SRV045,CL-2,2025-08-02 03:30:00,57.84,,65.31,23.03,2.99,305.48,7.46
Station2_LOG01632,SRV097,CL-3,2025-08-02 01:06:00,21.63,,,17.73,22.33,394.92,5.56
Station2_LOG01633,SRV034,CL-6,2025-08-01 07:47:00,83.06,34.5,48.14,20.28,21.47,559.99,9.01
Station2_LOG01634,SRV082,CL-10,2025-08-02 10:10:00,54.46,68.91,71.23,4.72,18.3,315.6,1.11
Station2_LOG01635,SRV086,CL-4,2025-08-01 10:11:00,83.3,32.79,14.75,8.76,,851.75,8.59
Station2_LOG01636,SRV036,CL-9,2025-08-02 19:50:00,68.03,26.49,,15.12,5.89,608.05,0.11
Station2_LOG01637,SRV005,CL-3,2025-08-02 19:46:00,42.82,50.04,13.21,13.24,11.96,899.18,8.54
Station2_LOG01638,SRV013,CL-2,2025-08-02 12:39:00,13.03,20.39,77.97,15.15,21.46,235.64,7.69
Station2_LOG01639,SRV073,CL-3,2025-08-02 01:30:00,69.76,50.61,23.18,2.18,16.41,833.98,8.9
Station2_LOG01640,SRV096,CL-4,2025-08-01 02:44:00,77.05,30.69,26.53,13.94,,910.12,8.96
Station2_LOG01641,SRV016,CL-2,2025-08-02 14:17:00,54.45,,57.45,18.97,19.27,520.54,4
Station2_LOG01642,SRV023,CL-1,2025-08-02 22:22:00,11.86,66.03,18.46,17.55,14.22,646.88,4.86
Station2_LOG01643,SRV027,CL-7,2025-08-02 23:33:00,14.51,62.02,40.38,0.8,12.47,470.05,8.33
Station2_LOG01644,SRV078,CL-1,2025-08-02 00:32:00,89.86,51.78,43.67,25.6,17.65,639.12,6.18
Station2_LOG01645,SRV010,CL-4,2025-08-02 03:32:00,46.63,53.74,13.34,10.39,23.52,871.54,1.12
Station2_LOG01646,SRV019,CL-2,2025-08-01 14:54:00,85.39,29.12,40.03,9.12,7.62,483.2,7.51
Station2_LOG01647,SRV020,CL-9,2025-08-02 14:58:00,26.11,51.8,6.91,17.71,20.97,829.78,6.6
Station2_LOG01648,SRV089,CL-1,2025-08-02 11:38:00,58.58,32.44,57.96,19.7,17.89,117.19,9.02
Station2_LOG01649,SRV028,CL-2,2025-08-01 12:46:00,88.93,61.24,29.59,5.66,24.93,884.48,4.45
Station2_LOG01650,SRV036,CL-9,2025-08-02 03:39:00,24.16,42.13,66.16,13.56,4.7,260.53,4.61
Station2_LOG01651,SRV046,CL-7,2025-08-02 06:20:00,65.42,31.26,27.47,2.62,7.19,476.78,6.21
Station2_LOG01652,SRV086,CL-4,2025-08-01 21:30:00,28.39,54.93,78.78,24.04,5.36,475.93,7.48
Station2_LOG01653,SRV028,CL-2,2025-08-02 22:21:00,79.96,24.41,32.16,2.27,13.76,307.13,4.17
Station2_LOG01654,SRV067,CL-5,2025-08-01 21:58:00,59.38,75,27.41,2.34,23.71,879.75,5.73
Station2_LOG01655,SRV071,CL-2,2025-08-01 09:06:00,25.23,84,56.15,26.03,14.72,418.33,4.03
Station2_LOG01656,SRV084,CL-9,2025-08-01 22:20:00,38.14,86.14,75.89,17.87,16.2,378.91,3.58
Station2_LOG01657,SRV082,CL-10,2025-08-02 16:33:00,50.02,54.25,51.86,9.09,9.92,534.25,1.52
Station2_LOG01658,SRV017,CL-6,2025-08-02 17:14:00,37.73,83.78,31.88,28.88,2.71,896.64,1.8
Station2_LOG01659,SRV066,CL-9,2025-08-02 12:54:00,44.63,,6.11,18.87,14.63,750.66,0.7
Station2_LOG01660,SRV001,CL-8,2025-08-01 03:08:00,29.89,,21.81,24.61,16.69,849.02,8.14
Station2_LOG01661,SRV086,CL-4,2025-08-02 08:09:00,29.33,76.31,27.95,18.33,3.93,538.75,9.72
Station2_LOG01662,SRV084,CL-9,2025-08-01 03:34:00,21.2,32.06,,1.85,16.07,864.87,9.15
Station2_LOG01663,SRV071,CL-2,2025-08-01 17:03:00,80.01,45.03,65.48,20.6,5.96,867.09,6.32
Station2_LOG01664,SRV027,CL-7,2025-08-01 14:49:00,43.26,71.03,8.2,16.91,23.05,216.53,9.16
Station2_LOG01665,SRV031,CL-7,2025-08-01 12:20:00,42.66,27.3,35.57,27.79,22.81,835.6,2.11
Station2_LOG01666,SRV089,CL-1,2025-08-01 17:44:00,94.22,86.38,22.14,19.31,24.96,931.51,7.8
Station2_LOG01667,SRV045,CL-2,2025-08-02 19:14:00,53.45,20.8,40.57,13.8,10.84,654.25,9
Station2_LOG01668,SRV070,CL-1,2025-08-01 01:34:00,85.69,57.42,29.32,24.1,18.83,893.15,9.3
Station2_LOG01669,SRV046,CL-7,2025-08-01 01:47:00,63.82,81.62,46.91,9.77,12.83,560.69,5.51
Station2_LOG01670,SRV005,CL-3,2025-08-02 14:51:00,88.1,24.19,13.52,10.25,21.29,438.14,3.82
Station2_LOG01671,SRV045,CL-2,2025-08-01 22:28:00,82.21,70.99,14.68,24.76,21.73,419.84,9.16
Station2_LOG01672,SRV027,CL-7,2025-08-01 21:48:00,59.49,84.08,33.78,3.45,11.34,423.06,9.48
Station2_LOG01673,SRV091,CL-2,2025-08-01 20:41:00,23.44,84.41,27.28,2.84,,966.82,3.84
Station2_LOG01674,SRV086,CL-4,2025-08-02 16:55:00,10.76,67.84,57.56,2.91,11.48,157.95,9.74
Station2_LOG01675,SRV019,CL-2,2025-08-02 18:02:00,80.36,31.55,37.21,14.49,0.85,773.79,6.39
Station2_LOG01676,SRV082,CL-10,2025-08-01 10:25:00,72.3,,15.52,26.58,7.38,403.71,8.86
Station2_LOG01677,SRV031,CL-7,2025-08-01 06:46:00,11.28,83.18,60,16.59,,925.48,2.44
Station2_LOG01678,SRV041,CL-10,2025-08-01 06:54:00,83.53,85.81,57.62,7.45,6.1,996.01,3.45
Station2_LOG01679,SRV036,CL-9,2025-08-02 00:59:00,37.71,33.55,64,14.9,6.59,818.5,1.56
Station2_LOG01680,SRV020,CL-9,2025-08-01 02:40:00,67.93,82.87,62.21,21.4,18.91,594.78,4.75
Station2_LOG01681,SRV031,CL-7,2025-08-02 04:17:00,63.21,78.36,32.08,16.67,2.18,812.8,5.79
Station2_LOG01682,SRV013,CL-2,2025-08-02 13:40:00,89.19,83.88,63.93,9.9,24.18,221.84,7.83
Station2_LOG01683,SRV013,CL-2,2025-08-01 04:52:00,18.62,,52.37,11.72,24.92,819.85,9.51
Station2_LOG01684,SRV084,CL-9,2025-08-01 06:33:00,32.14,40.13,36.91,6.74,17.03,416.37,8.46
Station2_LOG01685,SRV032,CL-4,2025-08-02 04:56:00,77.47,62.44,23.01,17.48,7.59,735.03,1.17
Station2_LOG01686,SRV097,CL-3,2025-08-02 02:16:00,27.61,63.02,27.07,4.1,1.86,593.15,0.27
Station2_LOG01687,SRV086,CL-4,2025-08-01 21:26:00,15.51,67.52,,1.81,13.83,564.25,1.45
Station2_LOG01688,SRV071,CL-2,2025-08-01 09:42:00,44.23,60.27,27.28,25.93,21.58,210.12,3.13
Station2_LOG01689,SRV089,CL-1,2025-08-02 18:10:00,80.33,58.73,31.31,8.28,11.5,217.21,8.26
Station2_LOG01690,SRV019,CL-2,2025-08-02 12:57:00,26.04,33.19,32.29,4.42,14.34,537,7.63
Station2_LOG01691,SRV036,CL-9,2025-08-02 10:36:00,10.03,89.88,42.9,11.64,14.85,836.47,1.67
Station2_LOG01692,SRV067,CL-5,2025-08-01 17:10:00,84.15,53.68,29.41,2.09,11.88,930.21,9.63
Station2_LOG01693,SRV043,CL-8,2025-08-02 19:47:00,70.56,60.13,5.76,24.36,14.92,542.35,8.6
Station2_LOG01694,SRV006,CL-4,2025-08-02 07:34:00,54.64,89.42,38.16,21.12,14.51,492.04,6.16
Station2_LOG01695,SRV019,CL-2,2025-08-02 11:04:00,62.82,,,25.9,5.96,329.21,2.88
Station2_LOG01696,SRV019,CL-2,2025-08-01 17:29:00,38.35,61.8,45.66,8.75,7.85,312.45,5.63
Station2_LOG01697,SRV089,CL-1,2025-08-02 23:20:00,80.95,51.66,39.18,12.75,21.5,309.66,7.38
Station2_LOG01698,SRV035,CL-6,2025-08-01 21:19:00,26.98,83.51,61.46,3.72,,729.22,0.63
Station2_LOG01699,SRV019,CL-2,2025-08-01 18:01:00,54.7,48.99,6.14,28.28,17.62,653.49,6.64
Station2_LOG01700,SRV031,CL-7,2025-08-01 00:57:00,22.41,,23.99,10.03,17.96,824.07,4.15
Station2_LOG01701,SRV011,CL-7,2025-08-02 13:39:00,72.67,22.77,66.88,10.81,2.28,666.46,6.79
Station2_LOG01702,SRV019,CL-2,2025-08-02 23:32:00,14.04,55.46,21.68,3.4,20.3,479.74,2.93
Station2_LOG01703,SRV096,CL-4,2025-08-02 14:21:00,55.93,84.91,59.8,14.82,13.26,715.7,7.16
Station2_LOG01704,SRV028,CL-2,2025-08-01 11:24:00,85.83,44.66,72.79,20.84,5.75,140.83,4.01
Station2_LOG01705,SRV034,CL-6,2025-08-02 20:00:00,77.35,41.92,47.24,8.82,23.86,655.41,1.96
Station2_LOG01706,SRV017,CL-6,2025-08-02 09:12:00,60.21,34.06,76.66,9.71,7.24,658.66,0.15
Station2_LOG01707,SRV020,CL-9,2025-08-02 18:52:00,60.52,52.86,42.36,26.44,16.19,340.86,3.51
Station2_LOG01708,SRV010,CL-4,2025-08-02 07:09:00,62.48,82.93,50.07,7.64,20.52,790.83,7.17
Station2_LOG01709,SRV023,CL-1,2025-08-01 15:26:00,23.74,56.84,48.47,10.09,5.86,946.87,7.86
Station2_LOG01710,SRV084,CL-9,2025-08-01 10:30:00,70.12,79.18,17.62,29.58,22.01,992.67,0.55
Station2_LOG01711,SRV005,CL-3,2025-08-02 03:12:00,83.26,79.97,49.73,0.85,16.34,662.47,8.84
Station2_LOG01712,SRV056,CL-4,2025-08-01 22:21:00,82.06,88.65,18.58,29.16,2.29,537.29,4.55
Station2_LOG01713,SRV031,CL-7,2025-08-01 22:40:00,77.48,38.6,50.95,7.4,8.25,187.47,9.91
Station2_LOG01714,SRV094,CL-8,2025-08-02 06:38:00,44.81,74.66,11.79,19.23,15.36,403.68,9.68
Station2_LOG01715,SRV071,CL-2,2025-08-02 14:34:00,76.07,82.72,51.17,6.46,16.11,934.59,1.19
Station2_LOG01716,SRV028,CL-2,2025-08-01 07:58:00,56.06,49.67,75.28,28.43,0.77,595.65,6.45
Station2_LOG01717,SRV056,CL-4,2025-08-01 00:22:00,10.69,59.25,56.11,29.96,14.08,648.63,9.15
Station2_LOG01718,SRV077,CL-1,2025-08-01 21:50:00,16.6,55.85,35.96,15.46,15.28,415.14,9.26
Station2_LOG01719,SRV011,CL-7,2025-08-02 19:44:00,48.03,28.32,10.53,8.04,5.76,689.85,7.73
Station2_LOG01720,SRV013,CL-2,2025-08-01 13:47:00,28.69,,46.85,8.14,22.14,479.91,3.68
Station2_LOG01721,SRV012,CL-3,2025-08-01 15:19:00,94.69,74.55,70.53,8.82,12.31,762.56,8.86
Station2_LOG01722,SRV034,CL-6,2025-08-01 21:58:00,61.93,76.11,,16.44,11.28,354.02,5.18
Station2_LOG01723,SRV063,CL-10,2025-08-02 11:06:00,21.86,76.98,,19,14.9,951.65,4.22
Station2_LOG01724,SRV027,CL-7,2025-08-01 20:23:00,91.62,54.74,68.85,6.53,10.77,919.97,6.03
Station2_LOG01725,SRV097,CL-3,2025-08-01 12:48:00,55.27,43.89,20.04,9.57,14.67,420.37,9.88
Station2_LOG01726,SRV013,CL-2,2025-08-02 01:12:00,94.37,89.7,43.79,20.1,15.53,456.41,4.11
Station2_LOG01727,SRV016,CL-2,2025-08-01 09:57:00,89.21,54.45,9.49,9.81,21.3,385.93,1.39
Station2_LOG01728,SRV089,CL-1,2025-08-02 10:04:00,93.05,45.12,56.65,29.4,10.36,187.55,7.37
Station2_LOG01729,SRV081,CL-4,2025-08-01 02:42:00,29.58,56.56,66.22,7.92,1.89,768.28,2.38
Station2_LOG01730,SRV041,CL-10,2025-08-01 13:23:00,67.86,73.2,79.77,27.11,12.42,123.75,0.3
Station2_LOG01731,SRV063,CL-10,2025-08-02 06:06:00,51.6,33.39,63.93,21.65,16.81,603.54,1.53
Station2_LOG01732,SRV020,CL-9,2025-08-02 02:45:00,74.77,22.27,56.88,21.53,13.09,333.76,0.1
Station2_LOG01733,SRV012,CL-3,2025-08-01 03:46:00,64.24,64.88,72.71,12.47,24.23,529.79,9.6
