Log_ID,Server_ID,Server_Cluster,Log_Timestamp,CPU_Utilization (%),Memory_Usage (%),Disk_IO (%),Network_Traffic_In (MB/s),Network_Traffic_Out (MB/s),Uptime (Hours),Downtime (Hours),Config_Version,Last_Patch_Date,Deployment_Token
Station1_LOG02243,SRV091,CL-2,2025-08-03 18:51:00,35.41,32.85,73.88,10.01,9.22,243.98,7,v1.0.0,2024-05-08,C7K28EQLEU
Station1_LOG02244,SRV024,CL-6,2025-08-03 03:50:00,27.43,32.74,59.64,20.42,16.58,608.26,8,v2.0.3,2024-04-01,7KPLGWYC9Z
Station1_LOG02245,SRV094,CL-8,2025-08-03 07:43:00,68.4,,66.19,22.36,8.48,590.98,6.15,v2.0.3,2024-03-26,JOZQGTMEKJ
Station1_LOG02246,SRV065,CL-3,2025-08-03 12:27:00,22.79,69.74,7.85,12.48,14.68,994.89,6.87,v1.0.0,2024-07-17,CU5G4NEDYG
Station1_LOG02247,SRV007,CL-9,2025-08-03 04:03:00,21.85,55.91,47.82,15.08,17.43,807.93,2.26,v2.0.3,2024-05-23,UV7W7RYBMD
Station1_LOG02248,SRV018,CL-9,2025-08-03 07:07:00,51.04,51.68,11.1,4.17,3.11,850.65,2.46,v1.1.2,2024-03-05,J272DIW9LX
Station1_LOG02249,SRV064,CL-8,2025-08-03 03:14:00,11.13,76.65,28.87,21.55,18.99,999.83,1.51,v2.0.3,2024-10-20,OO4YM06VX3
Station1_LOG02250,SRV100,CL-2,2025-08-03 00:08:00,26.87,22.6,22.78,10.55,19.7,207.47,2.07,v1.0.0,2024-08-13,WGZE10V2EU
Station1_LOG02251,SRV091,CL-2,2025-08-03 14:49:00,80.06,65.74,68.59,0.96,1.3,737.11,6.38,v1.0.0,2024-06-17,6KHM957YTC
Station1_LOG02252,SRV079,CL-3,2025-08-03 06:38:00,42.63,,14.47,1.56,22.44,553.77,4.8,v2.0.3,2024-05-04,TSCXULMWDL
Station1_LOG02253,SRV043,CL-8,2025-08-03 09:35:00,26.91,32.95,36.83,18.1,20.48,231.46,3.88,v3.1.0,2024-12-27,1TN6HMVSVX
Station1_LOG02254,SRV064,CL-8,2025-08-03 06:34:00,59.39,74.43,46.83,20.98,13.11,995.19,8.01,v3.1.0,2024-12-12,YWNHA7OAMD
Station1_LOG02255,SRV037,CL-9,2025-08-03 20:08:00,90.66,,60.73,27.17,21.8,166.81,1.13,v2.0.3,2024-07-02,AJE1CGQ2SD
Station1_LOG02256,SRV004,CL-6,2025-08-03 06:26:00,34.27,36.76,9.95,23.2,14.34,579.39,5.46,v1.1.2,2024-01-17,1FKD309N16
Station1_LOG02257,SRV094,CL-8,2025-08-03 08:22:00,35.55,35.65,48.55,28.71,5.92,206.45,0.2,v3.1.0,2024-06-20,4PD4OUFF85
Station1_LOG02258,SRV007,CL-9,2025-08-03 14:29:00,20,,61.09,11.08,17.35,418.34,5.12,v3.1.0,2024-01-25,M4ZN3P1SLH
Station1_LOG02259,SRV076,CL-3,2025-08-03 07:04:00,24.16,69.03,41.7,29.16,15.03,911.15,0.55,v1.0.0,2024-03-28,60D1H2GP2V
Station1_LOG02260,SRV037,CL-9,2025-08-03 01:58:00,44.5,62.4,78.09,21.72,9.91,291.52,4.36,v1.1.2,2024-07-22,FOWGCGFB3B
Station1_LOG02261,SRV086,CL-4,2025-08-03 09:50:00,79.34,42.29,48.25,24.85,23.16,837.57,9.83,v3.1.0,2024-12-10,FLEXCXAD2F
Station1_LOG02262,SRV007,CL-9,2025-08-03 03:36:00,20.81,87.86,29.71,1.24,20.91,439.43,7.49,v3.1.0,2024-07-12,OSSSC0JWW5
Station1_LOG02263,SRV021,CL-10,2025-08-03 13:53:00,71.31,23.94,9.81,7.8,13.35,435.86,3.54,v3.1.0,2024-08-15,O8RQEF3M9V
Station1_LOG02264,SRV078,CL-1,2025-08-03 18:23:00,54.65,65.95,47.1,8.25,12.02,488.35,3.21,v2.0.3,2024-06-16,V0OSX9I1QF
Station1_LOG02265,SRV075,CL-8,2025-08-03 04:46:00,39.2,,73.77,11.77,11.13,245.01,6.36,v2.0.3,2024-07-06,0BBYHORWZR
Station1_LOG02266,SRV024,CL-6,2025-08-03 11:28:00,65.9,63.84,59.03,3.05,20.9,846.02,0.52,v1.0.0,2024-10-17,NLRZ8AIO8Q
Station1_LOG02267,SRV012,CL-3,2025-08-03 01:17:00,70.2,84.35,49.6,20.83,7.4,710.12,6.53,v1.1.2,2024-08-14,RO1RXLJEIR
Station1_LOG02268,SRV074,CL-3,2025-08-03 19:29:00,28.44,45.68,5.53,21.8,15.71,858.6,3.1,v1.0.0,2024-03-04,MNMA36OO67
Station1_LOG02269,SRV044,CL-3,2025-08-03 07:35:00,50.53,87.65,,28.15,2.78,148.29,9.62,v2.0.3,2024-02-14,8FS9221H1R
Station1_LOG02270,SRV077,CL-1,2025-08-03 03:38:00,11.1,72.08,5.54,1.37,22.89,109.45,1.96,v1.1.2,2024-07-15,NK9P3CH7XS
Station1_LOG02271,SRV034,CL-6,2025-08-03 03:04:00,32.68,83.53,32.6,3.4,3.41,336.64,5.08,v1.0.0,2024-07-26,I1MOOV5CRI
Station1_LOG02272,SRV029,CL-2,2025-08-03 22:49:00,28.62,54.05,28.87,5.78,1.91,470.56,8.39,v2.0.3,2024-03-11,FPZOXM5VWL
Station1_LOG02273,SRV042,CL-8,2025-08-03 14:25:00,20.73,39.12,55.96,5.08,24.69,138.92,4.27,v2.0.3,2024-12-22,ADTGTKECNV
Station1_LOG02274,SRV013,CL-2,2025-08-03 04:18:00,58.8,79.51,64.53,4.83,12.61,558.89,7.34,v3.1.0,2024-01-23,J9FJSRXCSN
Station1_LOG02275,SRV037,CL-9,2025-08-03 23:22:00,89.77,56.54,46.79,22.68,1.1,748.39,3.22,v2.0.3,2024-08-15,YS172FDM64
Station1_LOG02276,SRV018,CL-9,2025-08-03 11:57:00,51.92,51.11,75.26,5.64,19.4,990.73,8.72,v1.0.0,2024-04-10,WFFQ2TQ2GY
Station1_LOG02277,SRV018,CL-9,2025-08-03 23:21:00,66.44,28.7,62.48,17.78,15.68,115.32,1.43,v1.0.0,2024-05-09,LBD1ZD98OM
Station1_LOG02278,SRV027,CL-7,2025-08-03 01:09:00,75.38,,40.91,12.38,22.45,326.85,5.19,v1.0.0,2024-01-07,BWDO1HJGVS
Station1_LOG02279,SRV070,CL-1,2025-08-03 09:37:00,14.07,64.36,67.42,2.09,16.65,730.39,6.43,v2.0.3,2024-12-20,U1Z6GFCUN3
Station1_LOG02280,SRV065,CL-3,2025-08-03 00:23:00,83.15,24.36,60,14.94,23.82,403.22,5.46,v2.0.3,2024-02-26,9ZMYH3HWBX
Station1_LOG02281,SRV029,CL-2,2025-08-03 01:05:00,28.51,78.53,74.88,13.06,,981.57,4.38,v1.0.0,2024-10-24,33V4Y2NZ0Q
Station1_LOG02282,SRV027,CL-7,2025-08-03 20:03:00,33.07,48.53,45.96,10.46,2.68,439.32,6.28,v1.1.2,2024-06-01,UUHHWKC2H3
Station1_LOG02283,SRV097,CL-3,2025-08-03 23:31:00,85.69,66.4,17,11.22,8.38,633.98,8.86,v3.1.0,2024-01-07,52YRYZQLDS
Station1_LOG02284,SRV079,CL-3,2025-08-03 17:06:00,13.33,38.42,63.05,26.75,8.66,612.43,8.02,v3.1.0,2024-11-10,7YKDEJXTO6
Station1_LOG02285,SRV078,CL-1,2025-08-03 05:57:00,58.92,66.81,60.31,20.86,9.41,923.16,9.8,v2.0.3,2024-08-14,EBEUL41CKQ
Station1_LOG02286,SRV012,CL-3,2025-08-03 10:54:00,66.18,,,25.72,,731.83,4.33,v1.0.0,2024-02-28,B3MMMCVZ17
Station1_LOG02287,SRV006,CL-4,2025-08-03 12:08:00,66.2,85.05,29.22,29.64,13.5,553.64,9.09,v1.1.2,2024-07-18,WX8MGVF8MY
Station1_LOG02288,SRV038,CL-2,2025-08-03 22:01:00,24.74,77.03,27.56,15.81,19.11,938,3.6,v3.1.0,2024-04-10,Y9FEYZSELP
Station1_LOG02289,SRV034,CL-6,2025-08-03 09:02:00,10.97,33.31,,29.96,24.75,738.4,6.92,v2.0.3,2024-01-05,ATMQ6GNCLX
Station1_LOG02290,SRV079,CL-3,2025-08-03 04:07:00,58.6,52.75,54.65,9.33,7.31,796.63,1.18,v2.0.3,2024-11-09,5M8N09X6J7
Station1_LOG02291,SRV021,CL-10,2025-08-03 04:53:00,78.45,76.76,13.57,19.94,15.15,391.09,1.78,v1.1.2,2024-02-06,182SITKVNE
Station1_LOG02292,SRV094,CL-8,2025-08-03 07:10:00,38.41,58,48.51,14.96,14.29,885.05,7.61,v2.0.3,2024-10-17,N8S2A30TQ5
Station1_LOG02293,SRV036,CL-9,2025-08-03 05:58:00,84.43,76.11,24.67,6.81,9.11,389.03,6.37,v3.1.0,2024-01-10,LG2OH2GT2Y
Station1_LOG02294,SRV091,CL-2,2025-08-03 07:42:00,84.04,68.31,56.64,5.54,4.39,777.51,7.27,v1.0.0,2024-09-08,NX4R6LD1XQ
Station1_LOG02295,SRV085,CL-3,2025-08-03 22:57:00,52.37,73.6,75.98,2.89,7.5,986.33,7.13,v1.1.2,2024-05-28,9ZSXZVROWU
Station1_LOG02296,SRV036,CL-9,2025-08-03 20:55:00,15.66,64.96,41.97,10.4,2.74,696.19,3.74,v3.1.0,2024-12-01,YVK4J36R23
Station1_LOG02297,SRV012,CL-3,2025-08-03 05:20:00,45.94,22,74.44,3.92,21.41,824.33,2.74,v2.0.3,2024-12-03,IGOJXLP5AN
Station1_LOG02298,SRV021,CL-10,2025-08-03 14:15:00,63.64,49.35,74.53,27.23,23.96,800.11,4.58,v1.1.2,2024-05-14,SQKYY7ECP6
Station1_LOG02299,SRV051,CL-6,2025-08-03 03:22:00,89.33,70.78,55.53,20.75,7.81,276.14,2.24,v3.1.0,2024-11-13,CMAOY8LK96
Station1_LOG02300,SRV033,CL-9,2025-08-03 22:10:00,79.48,55.83,44.42,4.39,24.77,494.21,7.69,v2.0.3,2024-10-12,FUXRUKX6T1
Station1_LOG02301,SRV094,CL-8,2025-08-03 23:38:00,18.92,36.06,17.89,10.34,3.68,397.6,1.15,v1.1.2,2024-10-02,5XASANCN3U
Station1_LOG02302,SRV030,CL-9,2025-08-03 18:57:00,88.73,,9.87,19.5,0.83,710.91,8.84,v1.0.0,2024-01-28,REGCOYUYUY
Station1_LOG02303,SRV055,CL-10,2025-08-03 08:16:00,45.91,74.42,35.45,27.7,5.65,113.9,6.03,v1.1.2,2024-07-05,PXVW8924AW
Station1_LOG02304,SRV087,CL-3,2025-08-03 21:12:00,78.54,83.89,,18.76,,420.78,3.61,v3.1.0,2024-06-01,S1QYFDOI72
Station1_LOG02305,SRV083,CL-5,2025-08-03 19:51:00,21.64,28.72,52.51,16.79,7.35,224.4,4.74,v3.1.0,2024-12-24,596VQIJMMT
Station1_LOG02306,SRV093,CL-5,2025-08-03 17:37:00,83.56,53.48,7.56,22.68,23.88,853.15,8.48,v3.1.0,2024-03-06,TPB4SVASYJ
Station1_LOG02307,SRV033,CL-9,2025-08-03 23:03:00,40.86,,29.98,12.23,14.2,736.81,0.36,v3.1.0,2024-12-17,60VQH6U5IS
Station1_LOG02308,SRV100,CL-2,2025-08-03 05:57:00,39.48,71.78,5.48,9.12,13.77,449.08,0.7,v1.1.2,2024-07-09,FHMFF90ANU
Station1_LOG02309,SRV078,CL-1,2025-08-03 10:13:00,22.26,69.35,27.58,0.88,6.04,224.08,6.86,v1.0.0,2024-05-02,UJLA3U68YD
Station1_LOG02310,SRV094,CL-8,2025-08-03 16:07:00,50.57,60.21,9.32,27.93,13.44,916.18,2.43,v1.1.2,2024-06-21,742VZ85IBF
Station1_LOG02311,SRV036,CL-9,2025-08-03 07:06:00,43.58,31.04,52.58,20.2,20.81,470.24,9.58,v1.1.2,2024-08-26,5ZX4IEOHOH
Station1_LOG02312,SRV087,CL-3,2025-08-03 05:57:00,56.78,42.64,75.44,11.71,,732.45,9.12,v1.0.0,2024-02-17,Y0V39N5BWV
Station1_LOG02313,SRV044,CL-3,2025-08-03 18:19:00,88.64,34.85,47.47,14.08,19.44,468.92,7.09,v1.1.2,2024-03-03,XP9CVPOW2Q
Station1_LOG02314,SRV091,CL-2,2025-08-03 21:50:00,56.41,66.88,14.32,19.97,17.36,291.5,2.96,v3.1.0,2024-12-22,GPSBES1K7J
Station1_LOG02315,SRV091,CL-2,2025-08-03 16:33:00,62.08,,,5,3.99,964.07,4.02,v2.0.3,2024-05-02,TFEW5L2MC3
Station1_LOG02316,SRV018,CL-9,2025-08-03 09:06:00,70.79,60.82,35.92,28.58,7.37,156.31,8.44,v1.1.2,2024-08-20,3HNZ8S9FEX
Station1_LOG02317,SRV065,CL-3,2025-08-03 02:09:00,21.61,,,8.65,10.84,921.98,6.84,v3.1.0,2024-12-01,GEB7OPG86I
Station1_LOG02318,SRV097,CL-3,2025-08-03 05:28:00,49.39,54,26.79,13.32,8.34,822.6,5.39,v1.0.0,2024-08-23,8COZVOPS13
Station1_LOG02319,SRV069,CL-5,2025-08-03 16:28:00,17.53,44.05,6.41,24.5,14.04,517.96,6.19,v1.0.0,2024-05-25,29MJ2BBN8P
Station1_LOG02320,SRV073,CL-3,2025-08-03 19:41:00,82.63,,16.13,5.33,5.2,527.69,3.72,v1.0.0,2024-02-16,CHEYT1ETF1
Station1_LOG02321,SRV052,CL-4,2025-08-03 17:30:00,41.82,29.94,44.56,26.24,4.68,191.56,4.84,v2.0.3,2024-09-08,FTT5LIMVFM
Station1_LOG02322,SRV013,CL-2,2025-08-03 13:59:00,81.07,,71.74,10.06,15.34,173,7.21,v1.1.2,2024-03-20,284YT0WXVF
Station1_LOG02323,SRV022,CL-8,2025-08-03 03:52:00,40.41,67.71,10.92,27.95,11.62,388.8,2.78,v3.1.0,2024-09-04,KC44LRLF3I
Station1_LOG02324,SRV070,CL-1,2025-08-03 10:42:00,40.06,,5.19,29.71,8.34,324.58,5.17,v2.0.3,2024-01-06,126O1GEHK1
Station1_LOG02325,SRV058,CL-9,2025-08-03 03:44:00,51.61,58.54,66.2,27.72,13.19,990.52,7.16,v1.1.2,2024-03-12,VZPXOP09QP
Station1_LOG02326,SRV078,CL-1,2025-08-03 08:41:00,66.66,,28.12,2.08,5.28,589.01,1.28,v1.0.0,2024-10-08,63G1Q0T6J7
Station1_LOG02327,SRV036,CL-9,2025-08-03 05:52:00,44.62,85.95,7.38,12.01,8.29,272.55,1.23,v1.0.0,2024-10-21,XA81DM3G1R
Station1_LOG02328,SRV043,CL-8,2025-08-03 04:58:00,65.01,,,3.39,7.06,381.19,0.88,v3.1.0,2024-11-25,44W4I615BO
Station1_LOG02329,SRV034,CL-6,2025-08-03 02:08:00,12.84,47.93,78.5,29.44,10.39,773.92,6.13,v2.0.3,2024-12-16,GZ5LN7NI21
Station1_LOG02330,SRV023,CL-1,2025-08-03 08:28:00,64.94,25.82,48.54,1.74,14.48,742.99,2.34,v3.1.0,2024-11-12,S7IN3NP4QP
Station1_LOG02331,SRV094,CL-8,2025-08-03 22:42:00,48.11,89.42,42.07,12.28,5.54,164.92,5.34,v2.0.3,2024-10-12,B43R8RHGXA
Station1_LOG02332,SRV033,CL-9,2025-08-03 17:12:00,86.28,41.09,58.58,21.74,7.47,468.85,9.91,v3.1.0,2024-10-17,D569E8SB5G
Station1_LOG02333,SRV033,CL-9,2025-08-03 08:23:00,58.07,50.23,13.75,21.96,14.81,448.53,7.37,v1.0.0,2024-03-02,4CN4SSX8TN
Station1_LOG02334,SRV094,CL-8,2025-08-03 16:10:00,53.53,,12.21,28.57,8.31,799.31,7.38,v1.1.2,2024-10-08,L286I2JX19
Station1_LOG02335,SRV097,CL-3,2025-08-03 19:10:00,85.39,,72.95,22.66,6.28,711.08,1.63,v3.1.0,2024-10-05,4YRLV1J8VZ
Station1_LOG02336,SRV055,CL-10,2025-08-03 18:00:00,18.75,48.78,63.6,12.75,21.23,723.55,7.65,v2.0.3,2024-11-23,M2QFOH8CN1
Station1_LOG02337,SRV024,CL-6,2025-08-03 03:23:00,82.6,55.83,17.98,23.92,19.68,724.16,4.89,v3.1.0,2024-04-17,JW1DRU5OVM
Station1_LOG02338,SRV073,CL-3,2025-08-03 14:27:00,17.22,,,15.51,14.22,836.27,3.7,v2.0.3,2024-01-17,D9Y5G32UPC
Station1_LOG02339,SRV007,CL-9,2025-08-03 16:28:00,44.11,39.91,23.82,1.94,11.67,531.69,4.56,v3.1.0,2024-07-10,WY9O6C8SN2
Station1_LOG02340,SRV091,CL-2,2025-08-03 15:33:00,62.02,,74.22,14.94,10.91,243,6.84,v3.1.0,2024-02-18,CK0O5KS7UT
Station1_LOG02341,SRV085,CL-3,2025-08-03 21:01:00,89.4,85.09,49.44,10.35,20.41,273.53,6.56,v3.1.0,2024-03-13,2QH8L746CK
Station1_LOG02342,SRV043,CL-8,2025-08-03 19:54:00,31.66,82.5,35.36,2.63,8.63,426.89,6.85,v1.0.0,2024-12-26,MJ2BPRYNZ5
Station1_LOG02343,SRV064,CL-8,2025-08-03 11:38:00,14.58,42.78,73.94,8.62,22.09,813.86,8.99,v3.1.0,2024-03-21,8TJ68UENSI
Station1_LOG02344,SRV036,CL-9,2025-08-03 05:42:00,15.22,30.91,,5.41,20.32,615.51,5.95,v1.0.0,2024-06-20,JR78W0PKVU
Station1_LOG02345,SRV077,CL-1,2025-08-03 18:36:00,60.9,53.52,22.29,21.77,3.29,201.38,8.52,v2.0.3,2024-08-10,8137PU5GCW
Station1_LOG02346,SRV051,CL-6,2025-08-03 18:00:00,27.85,,23.68,21.66,20.11,504.31,3.55,v3.1.0,2024-03-16,YB6TODX4TV
Station1_LOG02347,SRV030,CL-9,2025-08-03 06:59:00,80.51,71.89,,27.64,,138.72,7.14,v1.0.0,2024-04-13,BQIMUV15MQ
Station1_LOG02348,SRV026,CL-2,2025-08-03 07:39:00,23.74,50.75,20.87,0.66,22.52,707.14,3.18,v3.1.0,2024-05-20,I0FX17SPOS
Station1_LOG02349,SRV087,CL-3,2025-08-03 11:18:00,51.77,,,24.54,18.09,142.94,0.97,v1.0.0,2024-06-25,TFKU188POH
Station1_LOG02350,SRV034,CL-6,2025-08-03 22:26:00,75.78,77.79,78.95,5.98,9.46,269.7,8.18,v1.1.2,2024-10-04,X69X8ID8LD
Station1_LOG02351,SRV064,CL-8,2025-08-03 17:46:00,81.82,80.73,31.44,4.66,23.8,129.03,6.14,v1.1.2,2024-04-03,T803B2NGNB
Station1_LOG02352,SRV078,CL-1,2025-08-03 12:45:00,50.81,30.92,45.54,27.01,3.57,426.37,8.91,v1.1.2,2024-09-26,C3T142PIQ0
Station1_LOG02353,SRV021,CL-10,2025-08-03 10:59:00,81.26,39.57,69.24,5.46,11.11,959.03,3.95,v1.1.2,2024-09-16,N2TY0OZ8JZ
Station1_LOG02354,SRV077,CL-1,2025-08-03 05:53:00,36.23,71.03,42.39,19.59,23.51,784.09,6.33,v3.1.0,2024-01-01,G32H05OVNA
Station1_LOG02355,SRV074,CL-3,2025-08-03 19:42:00,88.36,56.05,16.18,8.21,21.72,646.97,3.68,v1.0.0,2024-06-18,FM1ZOCO21Z
Station1_LOG02356,SRV085,CL-3,2025-08-03 05:35:00,94.19,52.4,57.09,18.27,18.83,892.94,9.21,v1.0.0,2024-09-13,CPVV1QHWXL
Station1_LOG02357,SRV006,CL-4,2025-08-03 03:16:00,93.86,29.87,38.26,16.72,3.45,275.42,1.12,v3.1.0,2024-08-07,VS575DMY09
Station1_LOG02358,SRV094,CL-8,2025-08-03 16:21:00,59.48,61.98,12.37,10.12,21.38,692.13,9.86,v1.1.2,2024-06-10,3V2D8WIU2P
Station1_LOG02359,SRV076,CL-3,2025-08-03 20:30:00,11.87,,24.78,12.86,15.48,315.35,9.47,v2.0.3,2024-04-25,948WZCZWO6
Station1_LOG02360,SRV038,CL-2,2025-08-03 13:38:00,10.93,84.3,46.72,12.46,4.05,202.79,6.59,v1.0.0,2024-03-10,NCK7QD8T3B
Station1_LOG02361,SRV033,CL-9,2025-08-03 18:14:00,12.3,35.33,68.14,27.14,14.64,846.31,2.82,v1.1.2,2024-07-22,J20I5IX6XT
Station1_LOG02362,SRV012,CL-3,2025-08-03 01:21:00,24.67,89.7,54.04,14.57,17.85,816.65,5.47,v1.1.2,2024-08-10,EV6YCAFWHW
Station1_LOG02363,SRV085,CL-3,2025-08-03 12:59:00,25.81,41.72,10.97,10.77,6.51,349.21,0.07,v1.1.2,2024-09-14,A9WI38QXTQ
Station1_LOG02364,SRV038,CL-2,2025-08-03 05:22:00,46.12,24.03,48,27.48,19.14,821.86,9.92,v3.1.0,2024-12-27,KCS0BJQB63
Station1_LOG02365,SRV078,CL-1,2025-08-03 09:34:00,27.24,56.25,73.94,29.39,10.71,330.68,3.43,v3.1.0,2024-05-23,QPDIOU44E1
Station1_LOG02366,SRV024,CL-6,2025-08-03 05:01:00,27.06,,,3.84,17.28,274.86,3.44,v3.1.0,2024-11-02,ZGHJHOQ4DZ
Station1_LOG02367,SRV004,CL-6,2025-08-03 00:06:00,57.49,26.36,28.54,4.14,13.01,263.4,9.75,v3.1.0,2024-06-04,DQN8K0NEOM
Station1_LOG02368,SRV030,CL-9,2025-08-03 09:29:00,12.83,20.52,19,4.68,4.82,774.41,3.03,v3.1.0,2024-06-10,27HET8RIXN
Station1_LOG02369,SRV030,CL-9,2025-08-03 06:16:00,57.83,64.17,65.63,4.16,4.33,395.17,2.54,v2.0.3,2024-09-07,NOHLTYAPGG
Station1_LOG02370,SRV065,CL-3,2025-08-03 06:32:00,51.17,,53.95,4.31,20.19,804.63,0.05,v1.1.2,2024-02-20,WTODOZKNJS
Station1_LOG02371,SRV087,CL-3,2025-08-03 17:58:00,34.99,88.79,26.94,4.55,22.46,620.17,0.35,v1.1.2,2024-12-12,0KD7PT913A
Station1_LOG02372,SRV034,CL-6,2025-08-03 06:23:00,90.62,67.28,45.51,10,0.72,415.92,2.12,v1.0.0,2024-04-23,HJTLNEXK0E
Station1_LOG02373,SRV097,CL-3,2025-08-03 09:40:00,63.43,35.31,70.07,17.8,14.03,323.11,7.09,v1.1.2,2024-01-08,ZFJHGFIWON
Station1_LOG02374,SRV084,CL-9,2025-08-03 19:00:00,23.23,32.93,41.98,28.09,11.05,887.17,2.67,v3.1.0,2024-11-07,BH9P4DCNQY
Station1_LOG02375,SRV044,CL-3,2025-08-03 19:50:00,35.76,45.3,72.91,19.35,13.19,428.13,7.16,v1.1.2,2024-05-02,2Z2YODEP28
Station1_LOG02376,SRV063,CL-10,2025-08-03 01:32:00,60.69,75.74,33.39,3.72,2.55,367.19,9.26,v1.0.0,2024-02-27,UC7I59PO05
Station1_LOG02377,SRV086,CL-4,2025-08-03 22:06:00,89.82,71.26,19.66,3.7,19.73,609.06,8.4,v3.1.0,2024-02-21,TCJIDG616L
Station1_LOG02378,SRV037,CL-9,2025-08-03 00:43:00,93.86,31.45,7.86,20.4,,717.64,2.6,v1.1.2,2024-07-16,7862V8NEUC
Station1_LOG02379,SRV084,CL-9,2025-08-03 15:33:00,19.9,29.43,35.33,7.72,17.93,201.01,6.63,v2.0.3,2024-12-15,I8TLPBOTJ8
Station1_LOG02380,SRV012,CL-3,2025-08-03 01:28:00,83.02,36.61,13.84,19.16,11.99,340.33,5.56,v1.0.0,2024-10-03,T6K9AU5QAF
Station1_LOG02381,SRV044,CL-3,2025-08-03 03:46:00,41.04,85.16,79.14,3.22,18.97,666.56,5.05,v3.1.0,2024-06-27,OJPK2PMPYT
Station1_LOG02382,SRV018,CL-9,2025-08-03 08:51:00,25.18,33.19,69.19,8.75,12.56,203.02,9.59,v2.0.3,2024-05-18,PZLBJR50B7
Station1_LOG02383,SRV069,CL-5,2025-08-03 23:17:00,31.16,45.83,31.73,8.09,18.62,183.13,6.49,v2.0.3,2024-12-13,OABMY0U2EB
Station1_LOG02384,SRV012,CL-3,2025-08-03 03:07:00,58.2,26.56,18.44,7.92,7.05,310.66,5.44,v1.1.2,2024-10-20,47G8U434OR
Station1_LOG02385,SRV077,CL-1,2025-08-03 16:07:00,29.09,72.83,20.72,18.26,23.75,727.95,0.7,v1.1.2,2024-05-08,G9ANNJGZC0
Station1_LOG02386,SRV087,CL-3,2025-08-03 06:37:00,92.62,38.4,65.66,6.6,15.99,252.42,4.84,v1.1.2,2024-04-05,0S80VXULSW
Station1_LOG02387,SRV065,CL-3,2025-08-03 08:07:00,23.03,39.78,37.81,7.44,2.33,949.36,9.92,v2.0.3,2024-01-02,ERIRQK9HKZ
Station1_LOG02388,SRV004,CL-6,2025-08-03 08:20:00,20.9,22.49,,19.4,,668.38,0.56,v2.0.3,2024-09-19,88KLO3EOKX
Station1_LOG02389,SRV070,CL-1,2025-08-03 20:26:00,61.07,66.15,12.23,12.37,5.2,284.38,1.25,v1.0.0,2024-11-22,E5BIHDED5E
Station1_LOG02390,SRV044,CL-3,2025-08-03 15:10:00,56.96,83.1,10.96,29.02,22.1,839.68,8.48,v1.1.2,2024-04-25,MBIZCFO78A
Station1_LOG02391,SRV021,CL-10,2025-08-03 07:18:00,52.84,74.44,45.88,16.11,8.18,326.73,6.35,v3.1.0,2024-10-13,9IPCDLNA4F
Station1_LOG02392,SRV030,CL-9,2025-08-03 13:15:00,58.26,73.59,48.69,26.22,16.53,808.63,1.56,v3.1.0,2024-06-12,KTVJSS95PJ
Station1_LOG02393,SRV051,CL-6,2025-08-03 00:26:00,21.2,22.92,20.77,27.95,6.93,500.14,4.01,v2.0.3,2024-01-15,O1HD148GDY
Station1_LOG02394,SRV013,CL-2,2025-08-03 02:08:00,46.18,73.94,13.5,18.52,18.26,185.05,6.17,v1.0.0,2024-09-07,TRF6B3FCT1
Station1_LOG02395,SRV024,CL-6,2025-08-03 04:37:00,23.22,56.51,16.01,11.57,16.74,577.69,9.42,v3.1.0,2024-05-09,J808OLQIC4
Station1_LOG02396,SRV043,CL-8,2025-08-03 08:53:00,10.06,28.58,12.91,15.06,17.77,692.07,9.21,v2.0.3,2024-07-17,P1MXPB9WTW
Station1_LOG02397,SRV026,CL-2,2025-08-03 13:34:00,10.48,75.86,43.79,20.79,19.62,305.71,6.36,v1.0.0,2024-10-27,XAD5CB28QW
Station1_LOG02398,SRV021,CL-10,2025-08-03 02:24:00,52.57,59,78.44,23.53,4.02,142.96,1.39,v1.1.2,2024-01-22,7GG40SCK8K
Station1_LOG02399,SRV094,CL-8,2025-08-03 17:35:00,21.28,34.42,49.94,19.4,10.63,275.18,8.92,v2.0.3,2024-08-28,B5M992VDGP
Station1_LOG02400,SRV013,CL-2,2025-08-03 17:42:00,14.47,65.52,45.51,21.39,24.39,142.94,0.02,v1.1.2,2024-01-24,ZR86Z1UC2T
Station1_LOG02401,SRV021,CL-10,2025-08-03 14:41:00,20.21,,34.74,15.69,18.71,520.79,3.83,v1.0.0,2024-08-04,HWLND1JQN0
Station1_LOG02402,SRV063,CL-10,2025-08-03 05:43:00,61.47,24.49,57.86,29.3,1.56,678.19,1.6,v3.1.0,2024-11-02,IYVTNY2X4E
Station1_LOG02403,SRV055,CL-10,2025-08-03 08:58:00,21.99,33.9,44.92,16.26,20.05,728.43,3.89,v1.0.0,2024-07-06,VAA6WSO94M
Station1_LOG02404,SRV070,CL-1,2025-08-03 20:25:00,36.62,88.58,60.75,14.83,20.07,768.24,2.66,v2.0.3,2024-02-23,BGZB0RXW4G
Station1_LOG02405,SRV021,CL-10,2025-08-03 04:40:00,16.86,28.11,11.03,13.96,3.74,229.53,7.12,v2.0.3,2024-01-23,VADP2KXPFE
Station1_LOG02406,SRV074,CL-3,2025-08-03 11:39:00,57.88,29.79,5.41,28.31,12.43,285.08,2.79,v1.0.0,2024-07-27,5QCSER66UB
